Gene1	Gene2	std_gene1	std_gene2
NDUFB8	NDUFB10	NDUFB8	NDUFB10
NDUFB8	MT-ND4	NDUFB8	MT-ND4
NDUFB8	MT-ND5	NDUFB8	MT-ND5
NDUFB8	NDUFB7	NDUFB8	NDUFB7
NDUFB8	NDUFB11	NDUFB8	NDUFB11
NDUFB8	NDUFB9	NDUFB8	NDUFB9
NDUFB2	NDUFC2	NDUFB2	NDUFC2
NDUFB2	NDUFB10	NDUFB2	NDUFB10
NDUFB2	MT-ND4	NDUFB2	MT-ND4
NDUFB2	MT-ND5	NDUFB2	MT-ND5
NDUFB2	NDUFB7	NDUFB2	NDUFB7
NDUFB2	NDUFB11	NDUFB2	NDUFB11
NDUFB2	NDUFB9	NDUFB2	NDUFB9
NDUFC2	NDUFB10	NDUFC2	NDUFB10
NDUFC2	MT-ND4	NDUFC2	MT-ND4
NDUFC2	MT-ND5	NDUFC2	MT-ND5
NDUFC2	NDUFB7	NDUFC2	NDUFB7
NDUFC2	NDUFB11	NDUFC2	NDUFB11
NDUFC2	NDUFB9	NDUFC2	NDUFB9
NDUFB10	MT-ND4	NDUFB10	MT-ND4
NDUFB10	MT-ND5	NDUFB10	MT-ND5
NDUFB10	NDUFB7	NDUFB10	NDUFB7
NDUFB10	NDUFB11	NDUFB10	NDUFB11
NDUFB10	NDUFB9	NDUFB10	NDUFB9
MT-ND4	MT-ND5	MT-ND4	MT-ND5
MT-ND4	NDUFB7	MT-ND4	NDUFB7
MT-ND4	NDUFB11	MT-ND4	NDUFB11
MT-ND4	NDUFB9	MT-ND4	NDUFB9
MT-ND5	NDUFB7	MT-ND5	NDUFB7
MT-ND5	NDUFB11	MT-ND5	NDUFB11
MT-ND5	NDUFB9	MT-ND5	NDUFB9
NDUFB7	NDUFB11	NDUFB7	NDUFB11
NDUFB7	NDUFB9	NDUFB7	NDUFB9
NDUFB11	NDUFB9	NDUFB11	NDUFB9
Cask	Caskin1	Cask	Caskin1
Cask	Lin7c	Cask	Lin7c
Cask	Caskin1	Cask	Caskin1
Cask	Lin7a	Cask	Lin7a
Cask	Lin7b	Cask	Lin7b
Lin7c	Caskin1	Lin7c	Caskin1
Lin7c	Lin7a	Lin7c	Lin7a
Lin7c	Lin7b	Lin7c	Lin7b
Caskin1	Lin7a	Caskin1	Lin7a
Caskin1	Lin7b	Caskin1	Lin7b
Lin7a	Lin7b	Lin7a	Lin7b
XRCC6	XRCC5	XRCC6	XRCC5
XRCC6	YY1	XRCC6	YY1
XRCC5	YY1	XRCC5	YY1
NDUFA1	NDUFC1	NDUFA1	NDUFC1
NDUFA1	NDUFS5	NDUFA1	NDUFS5
NDUFA1	NDUFA3	NDUFA1	NDUFA3
NDUFA1	NDUFA10	NDUFA1	NDUFA10
NDUFA1	MT-ND1	NDUFA1	MT-ND1
NDUFA1	MT-ND2	NDUFA1	MT-ND2
NDUFA1	MT-ND3	NDUFA1	MT-ND3
NDUFA1	MT-ND4L	NDUFA1	MT-ND4L
NDUFA1	MT-ND6	NDUFA1	MT-ND6
NDUFA1	NDUFA8	NDUFA1	NDUFA8
NDUFA1	NDUFA6	NDUFA1	NDUFA6
NDUFA1	NDUFA9	NDUFA1	NDUFA9
NDUFC1	NDUFS5	NDUFC1	NDUFS5
NDUFC1	NDUFA3	NDUFC1	NDUFA3
NDUFC1	NDUFA10	NDUFC1	NDUFA10
NDUFC1	MT-ND1	NDUFC1	MT-ND1
NDUFC1	MT-ND2	NDUFC1	MT-ND2
NDUFC1	MT-ND3	NDUFC1	MT-ND3
NDUFC1	MT-ND4L	NDUFC1	MT-ND4L
NDUFC1	MT-ND6	NDUFC1	MT-ND6
NDUFC1	NDUFA8	NDUFC1	NDUFA8
NDUFC1	NDUFA6	NDUFC1	NDUFA6
NDUFC1	NDUFA9	NDUFC1	NDUFA9
NDUFS5	NDUFA3	NDUFS5	NDUFA3
NDUFS5	NDUFA10	NDUFS5	NDUFA10
NDUFS5	MT-ND1	NDUFS5	MT-ND1
NDUFS5	MT-ND2	NDUFS5	MT-ND2
NDUFS5	MT-ND3	NDUFS5	MT-ND3
NDUFS5	MT-ND4L	NDUFS5	MT-ND4L
NDUFS5	MT-ND6	NDUFS5	MT-ND6
NDUFS5	NDUFA8	NDUFS5	NDUFA8
NDUFS5	NDUFA6	NDUFS5	NDUFA6
NDUFS5	NDUFA9	NDUFS5	NDUFA9
NDUFA3	NDUFA10	NDUFA3	NDUFA10
NDUFA3	MT-ND1	NDUFA3	MT-ND1
NDUFA3	MT-ND2	NDUFA3	MT-ND2
NDUFA3	MT-ND3	NDUFA3	MT-ND3
NDUFA3	MT-ND4L	NDUFA3	MT-ND4L
NDUFA3	MT-ND6	NDUFA3	MT-ND6
NDUFA3	NDUFA8	NDUFA3	NDUFA8
NDUFA3	NDUFA6	NDUFA3	NDUFA6
NDUFA3	NDUFA9	NDUFA3	NDUFA9
NDUFA10	MT-ND1	NDUFA10	MT-ND1
NDUFA10	MT-ND2	NDUFA10	MT-ND2
NDUFA10	MT-ND3	NDUFA10	MT-ND3
NDUFA10	MT-ND4L	NDUFA10	MT-ND4L
NDUFA10	MT-ND6	NDUFA10	MT-ND6
NDUFA10	NDUFA8	NDUFA10	NDUFA8
NDUFA10	NDUFA6	NDUFA10	NDUFA6
NDUFA10	NDUFA9	NDUFA10	NDUFA9
MT-ND1	MT-ND2	MT-ND1	MT-ND2
MT-ND1	MT-ND3	MT-ND1	MT-ND3
MT-ND1	MT-ND4L	MT-ND1	MT-ND4L
MT-ND1	MT-ND6	MT-ND1	MT-ND6
MT-ND1	NDUFA8	MT-ND1	NDUFA8
MT-ND1	NDUFA6	MT-ND1	NDUFA6
MT-ND1	NDUFA9	MT-ND1	NDUFA9
MT-ND2	MT-ND3	MT-ND2	MT-ND3
MT-ND2	MT-ND4L	MT-ND2	MT-ND4L
MT-ND2	MT-ND6	MT-ND2	MT-ND6
MT-ND2	NDUFA8	MT-ND2	NDUFA8
MT-ND2	NDUFA6	MT-ND2	NDUFA6
MT-ND2	NDUFA9	MT-ND2	NDUFA9
MT-ND3	MT-ND4L	MT-ND3	MT-ND4L
MT-ND3	MT-ND6	MT-ND3	MT-ND6
MT-ND3	NDUFA8	MT-ND3	NDUFA8
MT-ND3	NDUFA6	MT-ND3	NDUFA6
MT-ND3	NDUFA9	MT-ND3	NDUFA9
MT-ND4L	MT-ND6	MT-ND4L	MT-ND6
MT-ND4L	NDUFA8	MT-ND4L	NDUFA8
MT-ND4L	NDUFA6	MT-ND4L	NDUFA6
MT-ND4L	NDUFA9	MT-ND4L	NDUFA9
MT-ND6	NDUFA8	MT-ND6	NDUFA8
MT-ND6	NDUFA6	MT-ND6	NDUFA6
MT-ND6	NDUFA9	MT-ND6	NDUFA9
NDUFA8	NDUFA6	NDUFA8	NDUFA6
NDUFA8	NDUFA9	NDUFA8	NDUFA9
NDUFA6	NDUFA9	NDUFA6	NDUFA9
NDUFS8	NDUFS4	NDUFS8	NDUFS4
NDUFS8	NDUFA2	NDUFS8	NDUFA2
NDUFS8	NDUFS7	NDUFS8	NDUFS7
NDUFS8	NDUFS2	NDUFS8	NDUFS2
NDUFS8	NDUFS6	NDUFS8	NDUFS6
NDUFS8	NDUFS3	NDUFS8	NDUFS3
NDUFS8	NDUFA7	NDUFS8	NDUFA7
NDUFS8	NDUFV2	NDUFS8	NDUFV2
NDUFS8	NDUFS1	NDUFS8	NDUFS1
NDUFS8	NDUFV1	NDUFS8	NDUFV1
NDUFS8	NDUFV3	NDUFS8	NDUFV3
NDUFS8	NDUFA5	NDUFS8	NDUFA5
NDUFS8	NDUFA11	NDUFS8	NDUFA11
NDUFS8	NDUFA13	NDUFS8	NDUFA13
NDUFS8	NDUFA12	NDUFS8	NDUFA12
NDUFS4	NDUFA2	NDUFS4	NDUFA2
NDUFS4	NDUFS7	NDUFS4	NDUFS7
NDUFS4	NDUFS2	NDUFS4	NDUFS2
NDUFS4	NDUFS6	NDUFS4	NDUFS6
NDUFS4	NDUFS3	NDUFS4	NDUFS3
NDUFS4	NDUFA7	NDUFS4	NDUFA7
NDUFS4	NDUFV2	NDUFS4	NDUFV2
NDUFS4	NDUFS1	NDUFS4	NDUFS1
NDUFS4	NDUFV1	NDUFS4	NDUFV1
NDUFS4	NDUFV3	NDUFS4	NDUFV3
NDUFS4	NDUFA5	NDUFS4	NDUFA5
NDUFS4	NDUFA11	NDUFS4	NDUFA11
NDUFS4	NDUFA13	NDUFS4	NDUFA13
NDUFS4	NDUFA12	NDUFS4	NDUFA12
NDUFA2	NDUFS7	NDUFA2	NDUFS7
NDUFA2	NDUFS2	NDUFA2	NDUFS2
NDUFA2	NDUFS6	NDUFA2	NDUFS6
NDUFA2	NDUFS3	NDUFA2	NDUFS3
NDUFA2	NDUFA7	NDUFA2	NDUFA7
NDUFA2	NDUFV2	NDUFA2	NDUFV2
NDUFA2	NDUFS1	NDUFA2	NDUFS1
NDUFA2	NDUFV1	NDUFA2	NDUFV1
NDUFA2	NDUFV3	NDUFA2	NDUFV3
NDUFA2	NDUFA5	NDUFA2	NDUFA5
NDUFA2	NDUFA11	NDUFA2	NDUFA11
NDUFA2	NDUFA13	NDUFA2	NDUFA13
NDUFA2	NDUFA12	NDUFA2	NDUFA12
NDUFS7	NDUFS2	NDUFS7	NDUFS2
NDUFS7	NDUFS6	NDUFS7	NDUFS6
NDUFS7	NDUFS3	NDUFS7	NDUFS3
NDUFS7	NDUFA7	NDUFS7	NDUFA7
NDUFS7	NDUFV2	NDUFS7	NDUFV2
NDUFS7	NDUFS1	NDUFS7	NDUFS1
NDUFS7	NDUFV1	NDUFS7	NDUFV1
NDUFS7	NDUFV3	NDUFS7	NDUFV3
NDUFS7	NDUFA5	NDUFS7	NDUFA5
NDUFS7	NDUFA11	NDUFS7	NDUFA11
NDUFS7	NDUFA13	NDUFS7	NDUFA13
NDUFS7	NDUFA12	NDUFS7	NDUFA12
NDUFS2	NDUFS6	NDUFS2	NDUFS6
NDUFS2	NDUFS3	NDUFS2	NDUFS3
NDUFS2	NDUFA7	NDUFS2	NDUFA7
NDUFS2	NDUFV2	NDUFS2	NDUFV2
NDUFS2	NDUFS1	NDUFS2	NDUFS1
NDUFS2	NDUFV1	NDUFS2	NDUFV1
NDUFS2	NDUFV3	NDUFS2	NDUFV3
NDUFS2	NDUFA5	NDUFS2	NDUFA5
NDUFS2	NDUFA11	NDUFS2	NDUFA11
NDUFS2	NDUFA13	NDUFS2	NDUFA13
NDUFS2	NDUFA12	NDUFS2	NDUFA12
NDUFS6	NDUFS3	NDUFS6	NDUFS3
NDUFS6	NDUFA7	NDUFS6	NDUFA7
NDUFS6	NDUFV2	NDUFS6	NDUFV2
NDUFS6	NDUFS1	NDUFS6	NDUFS1
NDUFS6	NDUFV1	NDUFS6	NDUFV1
NDUFS6	NDUFV3	NDUFS6	NDUFV3
NDUFS6	NDUFA5	NDUFS6	NDUFA5
NDUFS6	NDUFA11	NDUFS6	NDUFA11
NDUFS6	NDUFA13	NDUFS6	NDUFA13
NDUFS6	NDUFA12	NDUFS6	NDUFA12
NDUFS3	NDUFA7	NDUFS3	NDUFA7
NDUFS3	NDUFV2	NDUFS3	NDUFV2
NDUFS3	NDUFS1	NDUFS3	NDUFS1
NDUFS3	NDUFV1	NDUFS3	NDUFV1
NDUFS3	NDUFV3	NDUFS3	NDUFV3
NDUFS3	NDUFA5	NDUFS3	NDUFA5
NDUFS3	NDUFA11	NDUFS3	NDUFA11
NDUFS3	NDUFA13	NDUFS3	NDUFA13
NDUFS3	NDUFA12	NDUFS3	NDUFA12
NDUFA7	NDUFV2	NDUFA7	NDUFV2
NDUFA7	NDUFS1	NDUFA7	NDUFS1
NDUFA7	NDUFV1	NDUFA7	NDUFV1
NDUFA7	NDUFV3	NDUFA7	NDUFV3
NDUFA7	NDUFA5	NDUFA7	NDUFA5
NDUFA7	NDUFA11	NDUFA7	NDUFA11
NDUFA7	NDUFA13	NDUFA7	NDUFA13
NDUFA7	NDUFA12	NDUFA7	NDUFA12
NDUFV2	NDUFS1	NDUFV2	NDUFS1
NDUFV2	NDUFV1	NDUFV2	NDUFV1
NDUFV2	NDUFV3	NDUFV2	NDUFV3
NDUFV2	NDUFA5	NDUFV2	NDUFA5
NDUFV2	NDUFA11	NDUFV2	NDUFA11
NDUFV2	NDUFA13	NDUFV2	NDUFA13
NDUFV2	NDUFA12	NDUFV2	NDUFA12
NDUFS1	NDUFV1	NDUFS1	NDUFV1
NDUFS1	NDUFV3	NDUFS1	NDUFV3
NDUFS1	NDUFA5	NDUFS1	NDUFA5
NDUFS1	NDUFA11	NDUFS1	NDUFA11
NDUFS1	NDUFA13	NDUFS1	NDUFA13
NDUFS1	NDUFA12	NDUFS1	NDUFA12
NDUFV1	NDUFV3	NDUFV1	NDUFV3
NDUFV1	NDUFA5	NDUFV1	NDUFA5
NDUFV1	NDUFA11	NDUFV1	NDUFA11
NDUFV1	NDUFA13	NDUFV1	NDUFA13
NDUFV1	NDUFA12	NDUFV1	NDUFA12
NDUFV3	NDUFA5	NDUFV3	NDUFA5
NDUFV3	NDUFA11	NDUFV3	NDUFA11
NDUFV3	NDUFA13	NDUFV3	NDUFA13
NDUFV3	NDUFA12	NDUFV3	NDUFA12
NDUFA5	NDUFA11	NDUFA5	NDUFA11
NDUFA5	NDUFA13	NDUFA5	NDUFA13
NDUFA5	NDUFA12	NDUFA5	NDUFA12
NDUFA11	NDUFA13	NDUFA11	NDUFA13
NDUFA11	NDUFA12	NDUFA11	NDUFA12
NDUFA13	NDUFA12	NDUFA13	NDUFA12
CTBP2	CTBP1	CTBP2	CTBP1
CTBP2	SPEN	CTBP2	SPEN
CTBP1	SPEN	CTBP1	SPEN
LAT	PLCG1	LAT	PLCG1
LAT	PIK3R1	LAT	PIK3R1
LAT	GRB2	LAT	GRB2
LAT	SOS1	LAT	SOS1
PLCG1	PIK3R1	PLCG1	PIK3R1
PLCG1	GRB2	PLCG1	GRB2
PLCG1	SOS1	PLCG1	SOS1
PIK3R1	GRB2	PIK3R1	GRB2
PIK3R1	SOS1	PIK3R1	SOS1
GRB2	SOS1	GRB2	SOS1
CTBP1	SPEN	CTBP1	SPEN
CTBP1	RBBP8	CTBP1	RBBP8
SPEN	RBBP8	SPEN	RBBP8
MT-ND4	MT-ND5	MT-ND4	MT-ND5
MT-ND4	NDUFB4	MT-ND4	NDUFB4
MT-ND4	NDUFAB1	MT-ND4	NDUFAB1
MT-ND4	NDUFA4	MT-ND4	NDUFA4
MT-ND4	NDUFB3	MT-ND4	NDUFB3
MT-ND4	NDUFB6	MT-ND4	NDUFB6
MT-ND4	NDUFB7	MT-ND4	NDUFB7
MT-ND4	NDUFB9	MT-ND4	NDUFB9
MT-ND4	NDUFB8	MT-ND4	NDUFB8
MT-ND4	NDUFB10	MT-ND4	NDUFB10
MT-ND4	NDUFB2	MT-ND4	NDUFB2
MT-ND4	NDUFB1	MT-ND4	NDUFB1
MT-ND4	NDUFB5	MT-ND4	NDUFB5
MT-ND4	NDUFC2	MT-ND4	NDUFC2
MT-ND4	NDUFB11	MT-ND4	NDUFB11
MT-ND5	NDUFB4	MT-ND5	NDUFB4
MT-ND5	NDUFAB1	MT-ND5	NDUFAB1
MT-ND5	NDUFA4	MT-ND5	NDUFA4
MT-ND5	NDUFB3	MT-ND5	NDUFB3
MT-ND5	NDUFB6	MT-ND5	NDUFB6
MT-ND5	NDUFB7	MT-ND5	NDUFB7
MT-ND5	NDUFB9	MT-ND5	NDUFB9
MT-ND5	NDUFB8	MT-ND5	NDUFB8
MT-ND5	NDUFB10	MT-ND5	NDUFB10
MT-ND5	NDUFB2	MT-ND5	NDUFB2
MT-ND5	NDUFB1	MT-ND5	NDUFB1
MT-ND5	NDUFB5	MT-ND5	NDUFB5
MT-ND5	NDUFC2	MT-ND5	NDUFC2
MT-ND5	NDUFB11	MT-ND5	NDUFB11
NDUFB4	NDUFAB1	NDUFB4	NDUFAB1
NDUFB4	NDUFA4	NDUFB4	NDUFA4
NDUFB4	NDUFB3	NDUFB4	NDUFB3
NDUFB4	NDUFB6	NDUFB4	NDUFB6
NDUFB4	NDUFB7	NDUFB4	NDUFB7
NDUFB4	NDUFB9	NDUFB4	NDUFB9
NDUFB4	NDUFB8	NDUFB4	NDUFB8
NDUFB4	NDUFB10	NDUFB4	NDUFB10
NDUFB4	NDUFB2	NDUFB4	NDUFB2
NDUFB4	NDUFB1	NDUFB4	NDUFB1
NDUFB4	NDUFB5	NDUFB4	NDUFB5
NDUFB4	NDUFC2	NDUFB4	NDUFC2
NDUFB4	NDUFB11	NDUFB4	NDUFB11
NDUFAB1	NDUFA4	NDUFAB1	NDUFA4
NDUFAB1	NDUFB3	NDUFAB1	NDUFB3
NDUFAB1	NDUFB6	NDUFAB1	NDUFB6
NDUFAB1	NDUFB7	NDUFAB1	NDUFB7
NDUFAB1	NDUFB9	NDUFAB1	NDUFB9
NDUFAB1	NDUFB8	NDUFAB1	NDUFB8
NDUFAB1	NDUFB10	NDUFAB1	NDUFB10
NDUFAB1	NDUFB2	NDUFAB1	NDUFB2
NDUFAB1	NDUFB1	NDUFAB1	NDUFB1
NDUFAB1	NDUFB5	NDUFAB1	NDUFB5
NDUFAB1	NDUFC2	NDUFAB1	NDUFC2
NDUFAB1	NDUFB11	NDUFAB1	NDUFB11
NDUFA4	NDUFB3	NDUFA4	NDUFB3
NDUFA4	NDUFB6	NDUFA4	NDUFB6
NDUFA4	NDUFB7	NDUFA4	NDUFB7
NDUFA4	NDUFB9	NDUFA4	NDUFB9
NDUFA4	NDUFB8	NDUFA4	NDUFB8
NDUFA4	NDUFB10	NDUFA4	NDUFB10
NDUFA4	NDUFB2	NDUFA4	NDUFB2
NDUFA4	NDUFB1	NDUFA4	NDUFB1
NDUFA4	NDUFB5	NDUFA4	NDUFB5
NDUFA4	NDUFC2	NDUFA4	NDUFC2
NDUFA4	NDUFB11	NDUFA4	NDUFB11
NDUFB3	NDUFB6	NDUFB3	NDUFB6
NDUFB3	NDUFB7	NDUFB3	NDUFB7
NDUFB3	NDUFB9	NDUFB3	NDUFB9
NDUFB3	NDUFB8	NDUFB3	NDUFB8
NDUFB3	NDUFB10	NDUFB3	NDUFB10
NDUFB3	NDUFB2	NDUFB3	NDUFB2
NDUFB3	NDUFB1	NDUFB3	NDUFB1
NDUFB3	NDUFB5	NDUFB3	NDUFB5
NDUFB3	NDUFC2	NDUFB3	NDUFC2
NDUFB3	NDUFB11	NDUFB3	NDUFB11
NDUFB6	NDUFB7	NDUFB6	NDUFB7
NDUFB6	NDUFB9	NDUFB6	NDUFB9
NDUFB6	NDUFB8	NDUFB6	NDUFB8
NDUFB6	NDUFB10	NDUFB6	NDUFB10
NDUFB6	NDUFB2	NDUFB6	NDUFB2
NDUFB6	NDUFB1	NDUFB6	NDUFB1
NDUFB6	NDUFB5	NDUFB6	NDUFB5
NDUFB6	NDUFC2	NDUFB6	NDUFC2
NDUFB6	NDUFB11	NDUFB6	NDUFB11
NDUFB7	NDUFB9	NDUFB7	NDUFB9
NDUFB7	NDUFB8	NDUFB7	NDUFB8
NDUFB7	NDUFB10	NDUFB7	NDUFB10
NDUFB7	NDUFB2	NDUFB7	NDUFB2
NDUFB7	NDUFB1	NDUFB7	NDUFB1
NDUFB7	NDUFB5	NDUFB7	NDUFB5
NDUFB7	NDUFC2	NDUFB7	NDUFC2
NDUFB7	NDUFB11	NDUFB7	NDUFB11
NDUFB9	NDUFB8	NDUFB9	NDUFB8
NDUFB9	NDUFB10	NDUFB9	NDUFB10
NDUFB9	NDUFB2	NDUFB9	NDUFB2
NDUFB9	NDUFB1	NDUFB9	NDUFB1
NDUFB9	NDUFB5	NDUFB9	NDUFB5
NDUFB9	NDUFC2	NDUFB9	NDUFC2
NDUFB9	NDUFB11	NDUFB9	NDUFB11
NDUFB8	NDUFB10	NDUFB8	NDUFB10
NDUFB8	NDUFB2	NDUFB8	NDUFB2
NDUFB8	NDUFB1	NDUFB8	NDUFB1
NDUFB8	NDUFB5	NDUFB8	NDUFB5
NDUFB8	NDUFC2	NDUFB8	NDUFC2
NDUFB8	NDUFB11	NDUFB8	NDUFB11
NDUFB10	NDUFB2	NDUFB10	NDUFB2
NDUFB10	NDUFB1	NDUFB10	NDUFB1
NDUFB10	NDUFB5	NDUFB10	NDUFB5
NDUFB10	NDUFC2	NDUFB10	NDUFC2
NDUFB10	NDUFB11	NDUFB10	NDUFB11
NDUFB2	NDUFB1	NDUFB2	NDUFB1
NDUFB2	NDUFB5	NDUFB2	NDUFB5
NDUFB2	NDUFC2	NDUFB2	NDUFC2
NDUFB2	NDUFB11	NDUFB2	NDUFB11
NDUFB1	NDUFB5	NDUFB1	NDUFB5
NDUFB1	NDUFC2	NDUFB1	NDUFC2
NDUFB1	NDUFB11	NDUFB1	NDUFB11
NDUFB5	NDUFC2	NDUFB5	NDUFC2
NDUFB5	NDUFB11	NDUFB5	NDUFB11
NDUFC2	NDUFB11	NDUFC2	NDUFB11
NDUFA12	NDUFV2	NDUFA12	NDUFV2
NDUFA12	NDUFS1	NDUFA12	NDUFS1
NDUFA12	NDUFS2	NDUFA12	NDUFS2
NDUFA12	NDUFS3	NDUFA12	NDUFS3
NDUFA12	NDUFS6	NDUFA12	NDUFS6
NDUFA12	NDUFA5	NDUFA12	NDUFA5
NDUFA12	NDUFV1	NDUFA12	NDUFV1
NDUFA12	NDUFV3	NDUFA12	NDUFV3
NDUFA12	NDUFS7	NDUFA12	NDUFS7
NDUFA12	NDUFS8	NDUFA12	NDUFS8
NDUFA12	NDUFA2	NDUFA12	NDUFA2
NDUFA12	NDUFS4	NDUFA12	NDUFS4
NDUFA12	NDUFA7	NDUFA12	NDUFA7
NDUFA12	NDUFA11	NDUFA12	NDUFA11
NDUFA12	NDUFA13	NDUFA12	NDUFA13
NDUFV2	NDUFS1	NDUFV2	NDUFS1
NDUFV2	NDUFS2	NDUFV2	NDUFS2
NDUFV2	NDUFS3	NDUFV2	NDUFS3
NDUFV2	NDUFS6	NDUFV2	NDUFS6
NDUFV2	NDUFA5	NDUFV2	NDUFA5
NDUFV2	NDUFV1	NDUFV2	NDUFV1
NDUFV2	NDUFV3	NDUFV2	NDUFV3
NDUFV2	NDUFS7	NDUFV2	NDUFS7
NDUFV2	NDUFS8	NDUFV2	NDUFS8
NDUFV2	NDUFA2	NDUFV2	NDUFA2
NDUFV2	NDUFS4	NDUFV2	NDUFS4
NDUFV2	NDUFA7	NDUFV2	NDUFA7
NDUFV2	NDUFA11	NDUFV2	NDUFA11
NDUFV2	NDUFA13	NDUFV2	NDUFA13
NDUFS1	NDUFS2	NDUFS1	NDUFS2
NDUFS1	NDUFS3	NDUFS1	NDUFS3
NDUFS1	NDUFS6	NDUFS1	NDUFS6
NDUFS1	NDUFA5	NDUFS1	NDUFA5
NDUFS1	NDUFV1	NDUFS1	NDUFV1
NDUFS1	NDUFV3	NDUFS1	NDUFV3
NDUFS1	NDUFS7	NDUFS1	NDUFS7
NDUFS1	NDUFS8	NDUFS1	NDUFS8
NDUFS1	NDUFA2	NDUFS1	NDUFA2
NDUFS1	NDUFS4	NDUFS1	NDUFS4
NDUFS1	NDUFA7	NDUFS1	NDUFA7
NDUFS1	NDUFA11	NDUFS1	NDUFA11
NDUFS1	NDUFA13	NDUFS1	NDUFA13
NDUFS2	NDUFS3	NDUFS2	NDUFS3
NDUFS2	NDUFS6	NDUFS2	NDUFS6
NDUFS2	NDUFA5	NDUFS2	NDUFA5
NDUFS2	NDUFV1	NDUFS2	NDUFV1
NDUFS2	NDUFV3	NDUFS2	NDUFV3
NDUFS2	NDUFS7	NDUFS2	NDUFS7
NDUFS2	NDUFS8	NDUFS2	NDUFS8
NDUFS2	NDUFA2	NDUFS2	NDUFA2
NDUFS2	NDUFS4	NDUFS2	NDUFS4
NDUFS2	NDUFA7	NDUFS2	NDUFA7
NDUFS2	NDUFA11	NDUFS2	NDUFA11
NDUFS2	NDUFA13	NDUFS2	NDUFA13
NDUFS3	NDUFS6	NDUFS3	NDUFS6
NDUFS3	NDUFA5	NDUFS3	NDUFA5
NDUFS3	NDUFV1	NDUFS3	NDUFV1
NDUFS3	NDUFV3	NDUFS3	NDUFV3
NDUFS3	NDUFS7	NDUFS3	NDUFS7
NDUFS3	NDUFS8	NDUFS3	NDUFS8
NDUFS3	NDUFA2	NDUFS3	NDUFA2
NDUFS3	NDUFS4	NDUFS3	NDUFS4
NDUFS3	NDUFA7	NDUFS3	NDUFA7
NDUFS3	NDUFA11	NDUFS3	NDUFA11
NDUFS3	NDUFA13	NDUFS3	NDUFA13
NDUFS6	NDUFA5	NDUFS6	NDUFA5
NDUFS6	NDUFV1	NDUFS6	NDUFV1
NDUFS6	NDUFV3	NDUFS6	NDUFV3
NDUFS6	NDUFS7	NDUFS6	NDUFS7
NDUFS6	NDUFS8	NDUFS6	NDUFS8
NDUFS6	NDUFA2	NDUFS6	NDUFA2
NDUFS6	NDUFS4	NDUFS6	NDUFS4
NDUFS6	NDUFA7	NDUFS6	NDUFA7
NDUFS6	NDUFA11	NDUFS6	NDUFA11
NDUFS6	NDUFA13	NDUFS6	NDUFA13
NDUFA5	NDUFV1	NDUFA5	NDUFV1
NDUFA5	NDUFV3	NDUFA5	NDUFV3
NDUFA5	NDUFS7	NDUFA5	NDUFS7
NDUFA5	NDUFS8	NDUFA5	NDUFS8
NDUFA5	NDUFA2	NDUFA5	NDUFA2
NDUFA5	NDUFS4	NDUFA5	NDUFS4
NDUFA5	NDUFA7	NDUFA5	NDUFA7
NDUFA5	NDUFA11	NDUFA5	NDUFA11
NDUFA5	NDUFA13	NDUFA5	NDUFA13
NDUFV1	NDUFV3	NDUFV1	NDUFV3
NDUFV1	NDUFS7	NDUFV1	NDUFS7
NDUFV1	NDUFS8	NDUFV1	NDUFS8
NDUFV1	NDUFA2	NDUFV1	NDUFA2
NDUFV1	NDUFS4	NDUFV1	NDUFS4
NDUFV1	NDUFA7	NDUFV1	NDUFA7
NDUFV1	NDUFA11	NDUFV1	NDUFA11
NDUFV1	NDUFA13	NDUFV1	NDUFA13
NDUFV3	NDUFS7	NDUFV3	NDUFS7
NDUFV3	NDUFS8	NDUFV3	NDUFS8
NDUFV3	NDUFA2	NDUFV3	NDUFA2
NDUFV3	NDUFS4	NDUFV3	NDUFS4
NDUFV3	NDUFA7	NDUFV3	NDUFA7
NDUFV3	NDUFA11	NDUFV3	NDUFA11
NDUFV3	NDUFA13	NDUFV3	NDUFA13
NDUFS7	NDUFS8	NDUFS7	NDUFS8
NDUFS7	NDUFA2	NDUFS7	NDUFA2
NDUFS7	NDUFS4	NDUFS7	NDUFS4
NDUFS7	NDUFA7	NDUFS7	NDUFA7
NDUFS7	NDUFA11	NDUFS7	NDUFA11
NDUFS7	NDUFA13	NDUFS7	NDUFA13
NDUFS8	NDUFA2	NDUFS8	NDUFA2
NDUFS8	NDUFS4	NDUFS8	NDUFS4
NDUFS8	NDUFA7	NDUFS8	NDUFA7
NDUFS8	NDUFA11	NDUFS8	NDUFA11
NDUFS8	NDUFA13	NDUFS8	NDUFA13
NDUFA2	NDUFS4	NDUFA2	NDUFS4
NDUFA2	NDUFA7	NDUFA2	NDUFA7
NDUFA2	NDUFA11	NDUFA2	NDUFA11
NDUFA2	NDUFA13	NDUFA2	NDUFA13
NDUFS4	NDUFA7	NDUFS4	NDUFA7
NDUFS4	NDUFA11	NDUFS4	NDUFA11
NDUFS4	NDUFA13	NDUFS4	NDUFA13
NDUFA7	NDUFA11	NDUFA7	NDUFA11
NDUFA7	NDUFA13	NDUFA7	NDUFA13
NDUFA11	NDUFA13	NDUFA11	NDUFA13
MT-ND1	MT-ND2	MT-ND1	MT-ND2
